name,brand,notes,citrus,woody,fresh_spicy,sweet,fruity
Tom Ford Black Orchid,Tom Ford,ambroxan nutmeg tonka_bean caramel sandalwood fig raspberry mint agarwood,10,20,31,16,23
Tom Ford Black Orchid Intense,Tom Ford,pink_pepper cacao orange black_pepper,40,12,26,22,0
Tom Ford Black Orchid Parfum,Tom Ford,melon saffron,9,6,47,11,27
Tom Ford Black Orchid Eau de Parfum,Tom Ford,pink_pepper bergamot yuzu,67,8,17,0,8
Tom Ford Black Orchid Extreme,Tom Ford,tonka_bean dried_fruits black_cherry lemon,21,4,4,39,32
Tom Ford Black Orchid Elixir,Tom Ford,pink_pepper papyrus black_pepper,3,57,40,0,0
Tom Ford Black Orchid Cologne,Tom Ford,mandarin birch oakmoss cedar cardamom grapefruit cinnamon,30,14,38,9,9
Tom Ford Black Orchid Limited Edition,Tom Ford,sour_cherry patchouli amberwood petitgrain,55,25,0,7,13
Tom Ford Lost Cherry,Tom Ford,black_pepper yuzu pear black_cherry cherry_liqueur vanilla benzoin almond licorice,21,0,13,19,62
Tom Ford Lost Cherry Intense,Tom Ford,black_cherry cherry_liqueur amber apricot melon vanilla honey almond,11,10,8,17,54
Tom Ford Lost Cherry Parfum,Tom Ford,bergamot pear black_cherry lemon cherry_liqueur vanilla benzoin almond,18,0,10,20,53
Tom Ford Lost Cherry Eau de Parfum,Tom Ford,black_cherry cherry_liqueur vanilla peach almond coffee,12,0,10,32,61
Tom Ford Lost Cherry Extreme,Tom Ford,bergamot sour_cherry black_cherry cherry_liqueur petitgrain plum vanilla almond licorice,18,0,6,30,52
Tom Ford Lost Cherry Elixir,Tom Ford,grapefruit black_cherry cherry_liqueur amber melon vanilla blackberry honey almond,15,0,6,28,64
Tom Ford Lost Cherry Cologne,Tom Ford,black_cherry lemon cherry_liqueur vanilla peach almond coffee,22,0,5,19,54
Tom Ford Lost Cherry Limited Edition,Tom Ford,black_cherry cherry_liqueur fig lime vanilla almond caramel,17,0,5,15,64
Tom Ford Tobacco Vanille,Tom Ford,benzoin chocolate,0,7,7,78,8
Tom Ford Tobacco Vanille Intense,Tom Ford,cardamom licorice lemon,13,0,14,63,10
Tom Ford Tobacco Vanille Parfum,Tom Ford,licorice chocolate,3,5,4,80,8
Tom Ford Tobacco Vanille Eau de Parfum,Tom Ford,ambroxan licorice tonka_bean cedarwood,10,30,4,56,0
Tom Ford Tobacco Vanille Extreme,Tom Ford,raspberry plum papyrus vanilla,1,19,1,65,14
Tom Ford Tobacco Vanille Elixir,Tom Ford,tonka_bean sandalwood amberwood benzoin vetiver,12,13,0,66,9
Tom Ford Tobacco Vanille Cologne,Tom Ford,tonka_bean ambergris,2,35,2,59,2
Tom Ford Tobacco Vanille Limited Edition,Tom Ford,honey cashmeran amber,5,15,7,65,8
Tom Ford Oud Wood,Tom Ford,black_pepper oud cashmeran petitgrain rosewood neroli,14,59,19,8,0
Tom Ford Oud Wood Intense,Tom Ford,patchouli,4,80,5,11,0
Tom Ford Oud Wood Parfum,Tom Ford,patchouli pepper,5,81,14,0,0
Tom Ford Oud Wood Eau de Parfum,Tom Ford,rosewood black_pepper ambergris,7,68,13,12,0
Tom Ford Oud Wood Extreme,Tom Ford,neroli sandalwood,13,77,8,2,0
Tom Ford Oud Wood Elixir,Tom Ford,ambroxan,10,71,12,7,0
Tom Ford Oud Wood Cologne,Tom Ford,ambroxan cedarwood birch,10,82,8,0,0
Tom Ford Oud Wood Limited Edition,Tom Ford,birch oud oakmoss,8,77,11,4,0
Tom Ford Noir Extreme,Tom Ford,cacao sandalwood cedar cashmeran fig honey,3,26,5,38,28
Tom Ford Noir Extreme Intense,Tom Ford,pink_pepper birch black_pepper,6,70,18,0,6
Tom Ford Noir Extreme Parfum,Tom Ford,mandarin vetiver cedar blackberry,33,36,4,2,25
Tom Ford Noir Extreme Eau de Parfum,Tom Ford,ambroxan sandalwood cashmeran lime neroli,55,29,5,0,11
Tom Ford Noir Extreme Extreme,Tom Ford,yuzu sour_cherry birch orange black_cherry cedar,43,20,2,1,34
Tom Ford Noir Extreme Elixir,Tom Ford,praline benzoin lemon yuzu,45,10,5,29,11
Tom Ford Noir Extreme Cologne,Tom Ford,pink_pepper lavender peach petitgrain,34,8,37,4,17
Tom Ford Noir Extreme Limited Edition,Tom Ford,sandalwood fig rosewood dried_fruits lavender ambergris,10,49,17,6,18
Tom Ford Ombre Leather,Tom Ford,yuzu pink_pepper orange sandalwood saffron fig plum amberwood,26,21,17,12,24
Tom Ford Ombre Leather Intense,Tom Ford,neroli mint dried_fruits saffron,42,4,18,5,31
Tom Ford Ombre Leather Parfum,Tom Ford,nutmeg cedarwood orange sandalwood apple melon cinnamon,15,18,42,3,22
Tom Ford Ombre Leather Eau de Parfum,Tom Ford,bergamot yuzu cedarwood cashmeran patchouli cloves,55,25,17,0,3
Tom Ford Ombre Leather Extreme,Tom Ford,honey mint caramel peach,8,5,17,23,47
Tom Ford Ombre Leather Elixir,Tom Ford,licorice cacao oud,1,72,12,15,0
Tom Ford Ombre Leather Cologne,Tom Ford,mandarin sour_cherry black_cherry grapefruit licorice,23,9,8,29,31
Tom Ford Ombre Leather Limited Edition,Tom Ford,birch cedar raspberry cloves lavender,7,16,49,7,21
Tom Ford Soleil Blanc,Tom Ford,coconut oud amber grapefruit,19,17,10,24,30
Tom Ford Soleil Blanc Intense,Tom Ford,ambroxan oud blackberry cinnamon coconut cloves,0,40,35,10,15
Tom Ford Soleil Blanc Parfum,Tom Ford,neroli ambroxan cacao chocolate,13,42,9,36,0
Tom Ford Soleil Blanc Eau de Parfum,Tom Ford,agarwood birch lemon grapefruit cloves lavender,69,14,15,0,2
Tom Ford Soleil Blanc Extreme,Tom Ford,bergamot cedarwood orange saffron patchouli lavender,13,33,51,2,1
Tom Ford Soleil Blanc Elixir,Tom Ford,bergamot mandarin birch fig amberwood,56,17,6,3,18
Tom Ford Soleil Blanc Cologne,Tom Ford,black_pepper neroli benzoin vetiver cloves caramel,16,28,33,20,3
Tom Ford Soleil Blanc Limited Edition,Tom Ford,pink_pepper blackcurrant,2,11,59,12,16
Tom Ford Fucking Fabulous,Tom Ford,mandarin cedar petitgrain vetiver agarwood,59,25,4,0,12
Tom Ford Fucking Fabulous Intense,Tom Ford,chocolate petitgrain plum raspberry caramel,19,8,11,20,42
Tom Ford Fucking Fabulous Parfum,Tom Ford,cacao orange patchouli plum peach neroli,18,34,0,34,14
Tom Ford Fucking Fabulous Eau de Parfum,Tom Ford,sage blackcurrant bergamot yuzu,61,7,18,0,14
Tom Ford Fucking Fabulous Extreme,Tom Ford,praline apple melon,0,11,4,68,17
Tom Ford Fucking Fabulous Elixir,Tom Ford,ginger benzoin lemon,13,3,30,50,4
Tom Ford Fucking Fabulous Cologne,Tom Ford,tonka_bean black_pepper ginger orange honey,33,6,34,24,3
Tom Ford Fucking Fabulous Limited Edition,Tom Ford,apple cardamom,9,9,57,4,21
Tom Ford Grey Vetiver,Tom Ford,sandalwood cinnamon agarwood lime,25,31,28,9,7
Tom Ford Grey Vetiver Intense,Tom Ford,apple sandalwood amber,2,39,10,35,14
Tom Ford Grey Vetiver Parfum,Tom Ford,ambroxan yuzu grapefruit vetiver ambergris,40,38,9,5,8
Tom Ford Grey Vetiver Eau de Parfum,Tom Ford,sandalwood birch lemon cashmeran,67,21,11,0,1
Tom Ford Grey Vetiver Extreme,Tom Ford,patchouli cedarwood nutmeg tonka_bean,10,22,26,32,10
Tom Ford Grey Vetiver Elixir,Tom Ford,ambroxan blackberry lemon patchouli grapefruit vetiver,37,37,8,1,17
Tom Ford Grey Vetiver Cologne,Tom Ford,oakmoss black_cherry tonka_bean cedar,7,41,0,24,28
Tom Ford Grey Vetiver Limited Edition,Tom Ford,nutmeg pink_pepper lime apricot plum,65,2,14,0,19
Tom Ford Tuscan Leather,Tom Ford,cedarwood oakmoss grapefruit coffee ambergris,44,16,7,28,5
Tom Ford Tuscan Leather Intense,Tom Ford,pear cardamom saffron blackberry,7,9,55,12,17
Tom Ford Tuscan Leather Parfum,Tom Ford,ambroxan black_pepper oud petitgrain neroli ambergris,26,45,14,4,11
Tom Ford Tuscan Leather Eau de Parfum,Tom Ford,sage lemon,66,12,18,0,4
Tom Ford Tuscan Leather Extreme,Tom Ford,pepper mandarin ginger pineapple cedar amber apricot licorice,18,25,14,19,24
Tom Ford Tuscan Leather Elixir,Tom Ford,mandarin benzoin blackcurrant caramel,25,7,2,50,16
Tom Ford Tuscan Leather Cologne,Tom Ford,caramel cherry_liqueur,11,2,12,20,55
Tom Ford Tuscan Leather Limited Edition,Tom Ford,mandarin rosewood blackcurrant raspberry,23,50,11,2,14
Tom Ford Bitter Peach,Tom Ford,blackcurrant chocolate blackberry,11,3,9,29,48
Tom Ford Bitter Peach Intense,Tom Ford,tonka_bean plum lemon,17,0,11,27,50
Tom Ford Bitter Peach Parfum,Tom Ford,honey cherry_liqueur,11,0,5,31,55
Tom Ford Bitter Peach Eau de Parfum,Tom Ford,oud pineapple amberwood licorice caramel,12,20,9,16,43
Tom Ford Bitter Peach Extreme,Tom Ford,melon coffee blackberry,11,9,5,28,47
Tom Ford Bitter Peach Elixir,Tom Ford,neroli melon licorice amber,20,0,5,33,63
Tom Ford Bitter Peach Cologne,Tom Ford,blackcurrant patchouli agarwood coffee ambergris,11,20,7,20,42
Tom Ford Bitter Peach Limited Edition,Tom Ford,cacao lemon fig plum coffee,13,10,9,28,40
Tom Ford Costa Azzurra,Tom Ford,oud sandalwood cashmeran honey apricot melon neroli,15,20,8,40,17
Tom Ford Costa Azzurra Intense,Tom Ford,cacao saffron vanilla agarwood ambergris,0,45,26,28,1
Tom Ford Costa Azzurra Parfum,Tom Ford,papyrus cacao oakmoss cedar plum licorice,12,13,4,33,38
Tom Ford Costa Azzurra Eau de Parfum,Tom Ford,neroli papyrus,50,33,7,0,10
Tom Ford Costa Azzurra Extreme,Tom Ford,yuzu mandarin oud cherry_liqueur agarwood,19,46,1,4,30
Tom Ford Costa Azzurra Elixir,Tom Ford,ambroxan oud lime honey sage coffee,20,15,39,15,11
Tom Ford Costa Azzurra Cologne,Tom Ford,nutmeg oud rosewood cardamom agarwood,6,24,50,9,11
Tom Ford Costa Azzurra Limited Edition,Tom Ford,raspberry cedar amber cinnamon chocolate ambergris,11,29,24,13,23
Creed Aventus,Creed,blackcurrant bergamot birch pineapple chocolate coffee,41,3,11,39,6
Creed Aventus Intense,Creed,blackcurrant bergamot pear oud birch pineapple vanilla amberwood vetiver,11,16,7,44,22
Creed Aventus Parfum,Creed,ambroxan blackcurrant bergamot mandarin birch pineapple dried_fruits honey benzoin,14,13,1,28,44
Creed Aventus Eau de Parfum,Creed,blackcurrant bergamot birch pineapple lemon papyrus,65,20,12,0,3
Creed Aventus Extreme,Creed,blackcurrant bergamot oakmoss birch pineapple lemon patchouli amberwood,19,77,4,0,0
Creed Aventus Elixir,Creed,blackcurrant bergamot birch orange pineapple sandalwood lime,51,29,5,6,9
Creed Aventus Cologne,Creed,blackcurrant bergamot sour_cherry cacao orange birch pineapple lime apricot caramel,55,8,1,17,19
Creed Aventus Limited Edition,Creed,blackcurrant bergamot birch orange pineapple petitgrain vanilla,50,7,5,28,10
Creed Green Irish Tweed,Creed,plum peach papyrus agarwood coffee,5,18,12,45,20
Creed Green Irish Tweed Intense,Creed,cacao black_cherry plum grapefruit cinnamon,19,4,16,45,16
Creed Green Irish Tweed Parfum,Creed,blackcurrant oakmoss vanilla chocolate,12,45,3,15,25
Creed Green Irish Tweed Eau de Parfum,Creed,neroli orange black_pepper cinnamon,72,9,17,0,2
Creed Green Irish Tweed Extreme,Creed,pepper ginger cacao apricot plum benzoin,4,7,15,23,51
Creed Green Irish Tweed Elixir,Creed,raspberry apple mint bergamot,31,9,30,9,21
Creed Green Irish Tweed Cologne,Creed,blackcurrant ginger cedar petitgrain neroli,22,20,22,7,29
Creed Green Irish Tweed Limited Edition,Creed,praline grapefruit lavender petitgrain,17,11,44,25,3
Creed Silver Mountain Water,Creed,blackcurrant mandarin lime fig cardamom cloves chocolate,14,6,37,28,15
Creed Silver Mountain Water Intense,Creed,oakmoss saffron amber,10,15,47,16,12
Creed Silver Mountain Water Parfum,Creed,oakmoss lime apricot plum neroli benzoin,24,28,2,24,22
Creed Silver Mountain Water Eau de Parfum,Creed,papyrus lime petitgrain,45,44,5,0,6
Creed Silver Mountain Water Extreme,Creed,tonka_bean ginger cedarwood vetiver chocolate,11,18,49,14,8
Creed Silver Mountain Water Elixir,Creed,pear oakmoss petitgrain apricot amberwood sage agarwood,16,19,32,4,29
Creed Silver Mountain Water Cologne,Creed,amber apricot blackberry cinnamon cloves,2,2,39,15,42
Creed Silver Mountain Water Limited Edition,Creed,pineapple tonka_bean cedar,3,14,0,26,57
Creed Millessime Imperial,Creed,raspberry lavender neroli coconut licorice cloves caramel,13,6,23,31,27
Creed Millessime Imperial Intense,Creed,blackcurrant cacao cashmeran blackberry coffee ambergris,7,15,1,50,27
Creed Millessime Imperial Parfum,Creed,nutmeg cherry_liqueur lime peach coffee,36,9,13,21,21
Creed Millessime Imperial Eau de Parfum,Creed,cardamom lime cloves grapefruit,70,8,15,0,7
Creed Millessime Imperial Extreme,Creed,mint blackcurrant cherry_liqueur,6,2,40,4,48
Creed Millessime Imperial Elixir,Creed,tonka_bean amberwood yuzu,40,28,10,20,2
Creed Millessime Imperial Cologne,Creed,cedarwood cashmeran patchouli plum peach sage,10,34,18,3,35
Creed Millessime Imperial Limited Edition,Creed,coffee yuzu ambergris,22,43,10,13,12
Creed Himalaya,Creed,neroli sour_cherry ginger cardamom,26,4,26,4,40
Creed Himalaya Intense,Creed,sour_cherry oakmoss lime melon ambergris,63,16,3,5,13
Creed Himalaya Parfum,Creed,tonka_bean birch sandalwood lime peach,17,19,8,43,13
Creed Himalaya Eau de Parfum,Creed,mint black_pepper yuzu,67,12,16,0,5
Creed Himalaya Extreme,Creed,sour_cherry lemon chocolate praline lavender,27,9,20,31,13
Creed Himalaya Elixir,Creed,bergamot pepper cacao apricot dried_fruits honey lavender,17,3,27,26,27
Creed Himalaya Cologne,Creed,ginger bergamot caramel pepper,30,7,24,28,11
Creed Himalaya Limited Edition,Creed,mint yuzu grapefruit,32,12,54,1,1
Creed Original Santal,Creed,rosewood cardamom ambergris,0,85,13,2,0
Creed Original Santal Intense,Creed,vetiver oud mint cashmeran,3,75,16,6,0
Creed Original Santal Parfum,Creed,patchouli amber,5,73,8,14,0
Creed Original Santal Eau de Parfum,Creed,ambroxan ambergris,10,69,10,11,0
Creed Original Santal Extreme,Creed,tonka_bean lavender rosewood amberwood caramel,10,59,17,14,0
Creed Original Santal Elixir,Creed,papyrus ambroxan oakmoss sage,10,63,19,8,0
Creed Original Santal Cologne,Creed,nutmeg orange sandalwood neroli agarwood,14,65,14,7,0
Creed Original Santal Limited Edition,Creed,agarwood,7,83,10,0,0
Creed Original Vetiver,Creed,blackcurrant ginger lime dried_fruits vetiver papyrus,23,19,37,7,14
Creed Original Vetiver Intense,Creed,neroli apricot papyrus apple,31,23,9,5,32
Creed Original Vetiver Parfum,Creed,blackcurrant birch apple amberwood cloves agarwood,1,16,33,7,43
Creed Original Vetiver Eau de Parfum,Creed,oakmoss petitgrain,45,37,9,0,9
Creed Original Vetiver Extreme,Creed,nutmeg mandarin cacao black_cherry dried_fruits lavender,26,4,33,22,15
Creed Original Vetiver Elixir,Creed,papyrus cedarwood orange oakmoss,35,47,0,11,7
Creed Original Vetiver Cologne,Creed,apricot dried_fruits cashmeran lime,38,23,12,1,26
Creed Original Vetiver Limited Edition,Creed,tonka_bean pink_pepper mint papyrus coffee ambergris,2,48,23,16,11
Creed Viking,Creed,mandarin apricot rosewood lemon,33,34,7,3,23
Creed Viking Intense,Creed,ambroxan cacao fig apple rosewood vanilla neroli,25,17,7,19,32
Creed Viking Parfum,Creed,sour_cherry oakmoss fig cardamom grapefruit vetiver agarwood,23,21,18,9,29
Creed Viking Eau de Parfum,Creed,cashmeran oud cloves yuzu,56,25,19,0,0
Creed Viking Extreme,Creed,mandarin pear sour_cherry cashmeran amberwood agarwood,15,46,4,8,27
Creed Viking Elixir,Creed,cashmeran apricot honey mint chocolate,6,24,28,19,23
Creed Viking Cologne,Creed,black_pepper pear rosewood melon neroli papyrus,39,13,20,8,20
Creed Viking Limited Edition,Creed,cedarwood caramel amber,9,36,6,48,1
Creed Aventus Cologne Intense,Creed,blackcurrant bergamot yuzu birch black_cherry pineapple apple,23,42,8,8,19
Creed Aventus Cologne Parfum,Creed,blackcurrant bergamot tonka_bean birch pineapple cedar patchouli neroli agarwood,28,31,4,37,0
Creed Aventus Cologne Eau de Parfum,Creed,blackcurrant bergamot birch pineapple lemon cashmeran grapefruit,64,14,10,0,12
Creed Aventus Cologne Extreme,Creed,blackcurrant bergamot cedarwood birch pineapple peach grapefruit vetiver agarwood,21,20,5,1,53
Creed Aventus Cologne Elixir,Creed,blackcurrant bergamot tonka_bean birch pineapple dried_fruits praline papyrus,1,32,5,19,43
Creed Aventus Cologne Cologne,Creed,blackcurrant bergamot pepper ginger birch pineapple amber coffee,0,6,31,61,2
Creed Aventus Cologne Limited Edition,Creed,blackcurrant bergamot birch pineapple apple amberwood neroli agarwood coffee,14,21,0,49,16
Creed Virgin Island Water,Creed,patchouli cloves black_pepper petitgrain,32,26,25,9,8
Creed Virgin Island Water Intense,Creed,cedarwood cedar patchouli cinnamon lavender coffee,10,13,30,38,9
Creed Virgin Island Water Parfum,Creed,bergamot yuzu sour_cherry patchouli rosewood dried_fruits amberwood chocolate,13,31,4,22,30
Creed Virgin Island Water Eau de Parfum,Creed,coconut bergamot black_cherry lime,73,6,8,0,13
Creed Virgin Island Water Extreme,Creed,pink_pepper oakmoss apricot sage agarwood,4,57,15,9,15
Creed Virgin Island Water Elixir,Creed,cacao cloves,2,9,24,53,12
Creed Virgin Island Water Cologne,Creed,cedarwood mint yuzu,13,45,22,8,12
Creed Virgin Island Water Limited Edition,Creed,sage black_pepper fig,4,7,62,0,27
Dior Sauvage,Dior,ambroxan bergamot pepper cashmeran amberwood grapefruit sage lavender,18,26,45,11,0
Dior Sauvage Intense,Dior,ambroxan bergamot pepper pink_pepper birch saffron grapefruit vetiver lavender,23,14,52,11,0
Dior Sauvage Parfum,Dior,ambroxan bergamot pepper mandarin cashmeran amberwood neroli papyrus cloves lavender,18,28,48,6,0
Dior Sauvage Eau de Parfum,Dior,ambroxan bergamot pepper ginger cedar cardamom amberwood grapefruit lavender,46,31,15,0,8
Dior Sauvage Extreme,Dior,ambroxan bergamot pepper ginger cedarwood lemon sage lavender,13,34,52,1,0
Dior Sauvage Elixir,Dior,ambroxan bergamot pepper lime grapefruit cinnamon lavender,22,26,50,2,0
Dior Sauvage Cologne,Dior,ambroxan bergamot pepper cedarwood oud grapefruit mint lavender,22,22,56,0,0
Dior Sauvage Limited Edition,Dior,ambroxan bergamot pepper ginger birch lemon cedar patchouli cardamom lavender,17,15,64,4,0
Dior Sauvage Elixir Intense,Dior,ambroxan nutmeg bergamot pepper ginger oakmoss patchouli lavender,12,28,56,4,0
Dior Sauvage Elixir Parfum,Dior,ambroxan bergamot pepper sandalwood cashmeran cinnamon mint lavender ambergris,11,22,60,7,0
Dior Sauvage Elixir Eau de Parfum,Dior,ambroxan bergamot pepper ginger lemon plum peach neroli lavender,68,1,18,0,13
Dior Sauvage Elixir Extreme,Dior,ambroxan bergamot pepper birch petitgrain rosewood cardamom sage lavender,13,26,49,12,0
Dior Sauvage Elixir Elixir,Dior,ambroxan bergamot lavender pepper mandarin cedarwood orange amberwood mint cloves agarwood,13,20,60,7,0
Dior Sauvage Elixir Cologne,Dior,ambroxan bergamot yuzu lavender pepper oakmoss orange cinnamon agarwood ambergris,18,25,46,11,0
Dior Sauvage Elixir Limited Edition,Dior,ambroxan bergamot yuzu pepper orange saffron papyrus cloves lavender,20,35,40,5,0
Dior Homme Intense,Dior,bergamot fig rosewood peach papyrus,34,34,5,4,23
Dior Homme Intense Intense,Dior,ginger oakmoss cedar cashmeran cardamom,5,55,27,5,8
Dior Homme Intense Parfum,Dior,tonka_bean birch cinnamon coconut licorice,8,27,21,24,20
Dior Homme Intense Eau de Parfum,Dior,saffron cashmeran cardamom grapefruit papyrus ambergris,65,17,18,0,0
Dior Homme Intense Extreme,Dior,lavender ambergris,10,35,54,1,0
Dior Homme Intense Elixir,Dior,cinnamon birch honey,8,50,28,14,0
Dior Homme Intense Cologne,Dior,pepper orange lemon cinnamon benzoin,17,7,53,16,7
Dior Homme Intense Limited Edition,Dior,ambroxan ginger pink_pepper orange cherry_liqueur peach neroli,20,25,39,3,13
Dior Homme Sport,Dior,melon black_pepper blackberry,4,11,33,3,49
Dior Homme Sport Intense,Dior,oud lemon vanilla mint caramel,24,16,42,15,3
Dior Homme Sport Parfum,Dior,ambergris agarwood lime,40,40,9,11,0
Dior Homme Sport Eau de Parfum,Dior,rosewood grapefruit,62,17,10,0,11
Dior Homme Sport Extreme,Dior,praline cloves,0,3,47,46,4
Dior Homme Sport Elixir,Dior,nutmeg tonka_bean ginger rosewood plum,5,17,30,18,30
Dior Homme Sport Cologne,Dior,ambroxan birch petitgrain grapefruit raspberry vetiver,27,39,4,4,26
Dior Homme Sport Limited Edition,Dior,mandarin cedar yuzu,66,16,8,4,6
Dior Fahrenheit,Dior,melon amber pepper,5,4,17,27,47
Dior Fahrenheit Intense,Dior,black_pepper sour_cherry lemon amber peach chocolate,15,2,21,17,45
Dior Fahrenheit Parfum,Dior,benzoin nutmeg petitgrain,21,3,42,23,11
Dior Fahrenheit Eau de Parfum,Dior,bergamot cardamom pepper,69,7,17,0,7
Dior Fahrenheit Extreme,Dior,nutmeg pepper apple vanilla honey,10,12,23,32,23
Dior Fahrenheit Elixir,Dior,nutmeg cashmeran apple melon cloves agarwood,10,29,19,3,39
Dior Fahrenheit Cologne,Dior,mandarin pink_pepper ginger orange patchouli agarwood,19,31,42,3,5
Dior Fahrenheit Limited Edition,Dior,blackcurrant licorice vanilla fig,1,3,1,57,38
Dior Hypnotic Poison,Dior,pink_pepper cacao benzoin lime,28,10,29,28,5
Dior Hypnotic Poison Intense,Dior,mandarin sandalwood lemon licorice vetiver papyrus,27,28,2,40,3
Dior Hypnotic Poison Parfum,Dior,bergamot oakmoss sandalwood lemon plum,15,42,7,11,25
Dior Hypnotic Poison Eau de Parfum,Dior,rosewood bergamot,73,17,8,0,2
Dior Hypnotic Poison Extreme,Dior,ambroxan birch bergamot agarwood,47,36,8,5,4
Dior Hypnotic Poison Elixir,Dior,blackcurrant cedarwood birch apple cloves ambergris,7,45,24,9,15
Dior Hypnotic Poison Cologne,Dior,honey ambroxan oakmoss ambergris,9,65,1,20,5
Dior Hypnotic Poison Limited Edition,Dior,ambroxan pear orange cedar cinnamon papyrus coffee,13,18,14,33,22
Dior Jadore,Dior,neroli black_pepper grapefruit,13,6,71,8,2
Dior Jadore Intense,Dior,blackcurrant birch black_cherry cedar rosewood cinnamon lavender,6,30,47,1,16
Dior Jadore Parfum,Dior,blackcurrant saffron fig,8,11,19,6,56
Dior Jadore Eau de Parfum,Dior,orange agarwood lavender amberwood,58,19,17,0,6
Dior Jadore Extreme,Dior,sour_cherry pineapple cedar benzoin vetiver chocolate ambergris,9,25,1,31,34
Dior Jadore Elixir,Dior,mandarin ginger orange apple vetiver coconut,34,22,24,6,14
Dior Jadore Cologne,Dior,pineapple coconut chocolate,9,5,2,21,63
Dior Jadore Limited Edition,Dior,apricot rosewood oud fig,8,45,10,2,35
Dior Miss Dior,Dior,yuzu raspberry sage licorice coffee,24,6,18,28,24
Dior Miss Dior Intense,Dior,black_cherry amber melon sage cloves coffee,2,10,18,42,28
Dior Miss Dior Parfum,Dior,mandarin cedarwood cashmeran cardamom sage,17,16,57,3,7
Dior Miss Dior Eau de Parfum,Dior,pear oakmoss petitgrain blackberry cinnamon papyrus,51,21,14,0,14
Dior Miss Dior Extreme,Dior,oakmoss cedar petitgrain lime patchouli cloves,13,45,38,3,1
Dior Miss Dior Elixir,Dior,pink_pepper patchouli lemon,18,48,27,2,5
Dior Miss Dior Cologne,Dior,cloves ambergris,4,65,23,7,1
Dior Miss Dior Limited Edition,Dior,ambroxan apricot melon cinnamon agarwood,12,32,25,7,24
Dior Joy,Dior,ginger cashmeran rosewood cinnamon caramel ambergris,5,15,17,56,7
Dior Joy Intense,Dior,ginger grapefruit praline lime,24,5,24,41,6
Dior Joy Parfum,Dior,blackcurrant pink_pepper amberwood grapefruit papyrus,37,18,21,10,14
Dior Joy Eau de Parfum,Dior,cashmeran orange cedar petitgrain,71,16,12,0,1
Dior Joy Extreme,Dior,tonka_bean ginger orange black_cherry raspberry sage,25,4,32,20,19
Dior Joy Elixir,Dior,melon vanilla yuzu amber,45,6,7,13,29
Dior Joy Cologne,Dior,ambroxan pink_pepper orange amberwood vetiver,17,15,56,6,6
Dior Joy Limited Edition,Dior,ambroxan cashmeran amber fig coffee ambergris,1,50,5,25,19
Dior Higher,Dior,mandarin cherry_liqueur petitgrain vanilla praline,21,7,9,48,15
Dior Higher Intense,Dior,pink_pepper coffee amber,0,10,23,55,12
Dior Higher Parfum,Dior,bergamot raspberry ginger cedar plum neroli caramel coffee,13,33,23,17,14
Dior Higher Eau de Parfum,Dior,nutmeg cedarwood orange saffron neroli,58,27,13,0,2
Dior Higher Extreme,Dior,pink_pepper blackcurrant apple lavender,11,4,14,5,66
Dior Higher Elixir,Dior,raspberry oakmoss lime,40,15,11,7,27
Dior Higher Cologne,Dior,pear vetiver cloves pepper,7,49,15,0,29
Dior Higher Limited Edition,Dior,black_pepper oakmoss orange cashmeran petitgrain,57,15,28,0,0
Dior Ambre Nuit,Dior,pepper birch orange grapefruit cinnamon vetiver agarwood,23,31,40,6,0
Dior Ambre Nuit Intense,Dior,ambroxan rosewood oud cloves,10,31,59,0,0
Dior Ambre Nuit Parfum,Dior,sage patchouli bergamot lemon,20,23,50,7,0
Dior Ambre Nuit Eau de Parfum,Dior,oud grapefruit,49,27,12,0,12
Dior Ambre Nuit Extreme,Dior,pink_pepper mint birch petitgrain,24,16,55,5,0
Dior Ambre Nuit Elixir,Dior,yuzu birch sandalwood grapefruit cinnamon papyrus,22,33,44,1,0
Dior Ambre Nuit Cologne,Dior,nutmeg cedarwood oud petitgrain grapefruit,20,32,44,4,0
Dior Ambre Nuit Limited Edition,Dior,ginger cedarwood birch lemon agarwood,14,20,57,9,0
Dior Bois d'Argent,Dior,ambroxan pink_pepper cherry_liqueur cardamom peach honey vetiver chocolate,5,30,23,20,22
Dior Bois d'Argent Intense,Dior,ginger vanilla blackberry petitgrain,15,6,37,13,29
Dior Bois d'Argent Parfum,Dior,pear cacao peach sage lavender,12,6,21,23,38
Dior Bois d'Argent Eau de Parfum,Dior,mandarin rosewood oakmoss,67,18,8,0,7
Dior Bois d'Argent Extreme,Dior,cedarwood orange fig rosewood plum cinnamon benzoin coffee,28,19,14,16,23
Dior Bois d'Argent Elixir,Dior,oud cashmeran petitgrain apple grapefruit praline papyrus,17,22,3,33,25
Dior Bois d'Argent Cologne,Dior,bergamot yuzu cedar fig apple rosewood vanilla cinnamon,16,34,14,18,18
Dior Bois d'Argent Limited Edition,Dior,tonka_bean petitgrain cardamom sage coffee,56,11,16,13,4
Chanel Bleu de Chanel,Chanel,tonka_bean yuzu black_cherry patchouli dried_fruits benzoin,28,35,0,13,24
Chanel Bleu de Chanel Intense,Chanel,yuzu saffron apple melon neroli sage chocolate,18,10,29,22,21
Chanel Bleu de Chanel Parfum,Chanel,vetiver pineapple yuzu lime,39,37,0,2,22
Chanel Bleu de Chanel Eau de Parfum,Chanel,neroli pear vetiver apple,61,21,5,0,13
